reservation_status,reservation_status_date,Booking_id
Check-Out,12-09-2015,0bfa458a
Check-Out,12-09-2015,bf8efb43
Check-Out,12-09-2015,b13faa55
Check-Out,12-09-2015,15d8fdde
Check-Out,13-09-2015,c8897c8d
Check-Out,13-09-2015,fe0f431e
Check-Out,13-09-2015,b9f4d372
Check-Out,13-09-2015,0e27cef8
Check-Out,14-09-2015,6287d435
Check-Out,14-09-2015,0cfe6799
Check-Out,14-09-2015,9c6a8825
Check-Out,16-09-2015,693c2fab
Check-Out,18-09-2015,a0b5266b
Canceled,21-07-2015,8dffef3e
Check-Out,18-09-2015,224682aa
Canceled,25-06-2015,aa0b3583
Check-Out,21-09-2015,974bd787
Canceled,23-06-2015,e07255db
Canceled,23-06-2015,df4eae71
Check-Out,16-09-2015,2ebc24aa
Canceled,06-08-2015,d7469555
Canceled,09-05-2015,b94bae20
Check-Out,18-09-2015,1627bab4
Canceled,08-09-2015,72632b68
Canceled,26-08-2015,cd864af2
Check-Out,19-09-2015,882efab0
Check-Out,19-09-2015,a45f1151
Check-Out,19-09-2015,e996ae8d
Canceled,02-01-2015,64c4b5f3
Check-Out,19-09-2015,d549bb94
Check-Out,30-09-2015,42626d39
Check-Out,19-09-2015,79cd0311
Check-Out,14-09-2015,909f64a2
Canceled,20-05-2015,b7f6bbba
Canceled,09-05-2015,2cb01108
Check-Out,17-09-2015,23d6b8e8
Canceled,09-09-2015,1dbb1183
Canceled,10-08-2015,966dc2b9
Check-Out,17-09-2015,3908861b
Canceled,10-08-2015,bb0ae81b
Check-Out,18-09-2015,5bbdde5a
Check-Out,18-09-2015,cf45a835
Canceled,04-09-2015,f0b57ba7
Canceled,31-07-2015,a4cc8b1e
Canceled,16-05-2015,8ef88263
Check-Out,20-09-2015,8bfc36eb
Check-Out,20-09-2015,6cfb268e
Check-Out,21-09-2015,73f35f80
Check-Out,24-09-2015,69e56217
Check-Out,25-09-2015,4a2ff062
Check-Out,25-09-2015,11d9ab0b
Canceled,19-06-2015,14fe33ff
Check-Out,27-09-2015,e39eaef7
Check-Out,16-09-2015,10fb1d8f
Check-Out,17-09-2015,009047c3
Canceled,03-09-2015,3472f88b
Check-Out,19-09-2015,3bc780f5
Check-Out,19-09-2015,5eddcf9d
Check-Out,19-09-2015,d6e2037e
Canceled,20-08-2015,1a1723fe
Check-Out,19-09-2015,4d66682b
Check-Out,20-09-2015,ef85756c
Check-Out,20-09-2015,3c0054a7
Canceled,21-07-2015,42e23749
Check-Out,22-09-2015,87b6cd26
Check-Out,28-09-2015,7382ced5
Check-Out,12-10-2015,0bb29ae9
Check-Out,17-09-2015,25ccc873
Check-Out,16-09-2015,d8cc0582
Canceled,02-09-2015,ebec8230
Canceled,17-08-2015,7e2686c7
Check-Out,20-09-2015,14329af7
Canceled,14-07-2015,0f34faf5
Check-Out,21-09-2015,e86618aa
Canceled,28-08-2015,720aef7e
Canceled,13-06-2015,ea59ae8b
Canceled,14-07-2015,7d8abdc4
Check-Out,24-09-2015,fbeceb5a
Check-Out,29-09-2015,0e301cab
Canceled,27-05-2015,d5528963
Check-Out,29-09-2015,8e740aaf
Check-Out,17-09-2015,5eb95ed6
Check-Out,17-09-2015,060b9cd0
Check-Out,17-09-2015,5df44d0f
Check-Out,17-09-2015,a3fa6b1f
Check-Out,17-09-2015,b90875c1
Check-Out,17-09-2015,19d47cd5
Check-Out,17-09-2015,e1bf42e9
Check-Out,17-09-2015,35221642
Check-Out,18-09-2015,6c73168f
Check-Out,18-09-2015,8fa355fd
Check-Out,19-09-2015,dacaa2b9
Canceled,15-07-2015,7ad3fcf0
Check-Out,19-09-2015,cc9cc89f
Check-Out,19-09-2015,d8709d11
Check-Out,19-09-2015,81492cf7
Check-Out,19-09-2015,4cbb1c35
Canceled,17-08-2015,fa7d4c9a
Canceled,19-05-2015,31f34b96
Check-Out,21-09-2015,cc516453
Check-Out,20-09-2015,2ec8e281
Check-Out,21-09-2015,f9987140
Check-Out,23-09-2015,3f1d1df8
Check-Out,23-09-2015,3d79a741
Canceled,20-07-2015,1cdca932
Check-Out,23-09-2015,a7a41393
Canceled,31-07-2015,aebd1527
Canceled,10-09-2015,859a88ee
Canceled,13-06-2015,2474e589
Check-Out,18-09-2015,4e1dffad
Check-Out,19-09-2015,a6a93112
Check-Out,17-09-2015,8eefc79b
Check-Out,18-09-2015,31f59470
Check-Out,18-09-2015,927c78fc
Canceled,15-09-2015,c2e87847
Check-Out,21-09-2015,8fbf2eb9
Check-Out,21-09-2015,fd85d6ff
Check-Out,21-09-2015,7f2eacec
Check-Out,21-09-2015,8244bdd6
Check-Out,21-09-2015,4c9579f1
Check-Out,22-09-2015,562be318
Canceled,10-08-2015,dddfc488
Canceled,31-07-2015,a91b0773
Check-Out,21-09-2015,1c214477
Check-Out,21-09-2015,fbdea945
Canceled,20-07-2015,20d08574
Check-Out,24-09-2015,25289dab
Canceled,13-08-2015,4714d4f7
Check-Out,24-09-2015,cba75512
Check-Out,24-09-2015,495f68b0
Check-Out,24-09-2015,fb4594d2
Check-Out,01-10-2015,d6702084
Check-Out,01-10-2015,c6d078dd
Check-Out,20-09-2015,3f6a931c
Check-Out,20-09-2015,8c18f51c
Check-Out,21-09-2015,b8598b34
Canceled,18-08-2015,b10a84f3
Check-Out,21-09-2015,9e52624f
Check-Out,21-09-2015,d4aa8475
Canceled,12-08-2015,dadfe11f
Canceled,22-08-2015,f7e50c13
Check-Out,23-09-2015,93ebf571
Canceled,21-07-2015,4dfecea5
Check-Out,25-09-2015,62411216
Check-Out,25-09-2015,650db3b5
Canceled,08-07-2015,e96bfaf3
Check-Out,28-09-2015,060ab1f8
Check-Out,21-09-2015,66c9ed73
Check-Out,23-09-2015,387d184e
Check-Out,23-09-2015,9d89cfaa
Canceled,17-08-2015,184bb270
Canceled,02-06-2015,3f88c2b3
Check-Out,24-09-2015,585b63a9
Canceled,24-07-2015,a66cbf9e
Check-Out,24-09-2015,bcd99702
Check-Out,26-09-2015,0d89b00a
Check-Out,26-09-2015,ce323491
Check-Out,26-09-2015,37f383ad
Check-Out,26-09-2015,5f551641
Check-Out,26-09-2015,6eb896f3
Canceled,02-01-2015,25b86570
Canceled,27-07-2015,5dd9c47a
Check-Out,26-09-2015,e4bba5b6
Check-Out,29-09-2015,9a17c736
Check-Out,29-09-2015,5.70E+27
Check-Out,29-09-2015,97a7049f
Canceled,29-06-2015,b99d3cf6
Canceled,10-08-2015,31b5c404
Check-Out,24-09-2015,aa2b5740
Canceled,31-07-2015,96addbe3
Check-Out,27-09-2015,4126936
Canceled,18-04-2015,baff4192
Check-Out,27-09-2015,19d6e0ff
Check-Out,27-09-2015,763b71f7
Canceled,18-04-2015,46bf237d
Check-Out,27-09-2015,ac601512
Canceled,18-09-2015,183f8a19
Check-Out,01-10-2015,37c84296
Check-Out,01-10-2015,b789b501
Check-Out,01-10-2015,c4b6366a
Canceled,18-08-2015,310a9f8a
Canceled,09-09-2015,f02e0216
Canceled,18-09-2015,fb60c659
Check-Out,23-09-2015,fe841c53
Canceled,18-08-2015,312a737c
Canceled,18-08-2015,14f7b23a
Canceled,20-08-2015,a3f08db6
Canceled,18-08-2015,696d0652
Check-Out,23-09-2015,82d6fc4f
Canceled,18-08-2015,4f39bb59
Check-Out,23-09-2015,b2e84ae2
Check-Out,24-09-2015,ec74a37f
Check-Out,24-09-2015,a980d5c8
Canceled,02-01-2015,7e83b165
Canceled,11-07-2015,dd3ffcf1
Canceled,29-07-2015,8.96E+101
Check-Out,28-09-2015,cc20f900
Check-Out,28-09-2015,e053233f
Check-Out,28-09-2015,c82194ca
Check-Out,28-09-2015,b9cec7a3
Check-Out,28-09-2015,4c52e38e
Check-Out,28-09-2015,d99d4e93
Check-Out,30-09-2015,d4d66d6b
Check-Out,01-10-2015,d19f9688
Check-Out,01-10-2015,47c924f8
Check-Out,01-10-2015,1f0b8588
Check-Out,02-10-2015,9ede8612
Check-Out,24-09-2015,89d35840
Canceled,08-09-2015,d2addb6c
Canceled,22-04-2015,250d256e
Canceled,08-09-2015,1ac95109
Check-Out,29-09-2015,e9126dab
Check-Out,29-09-2015,aec0136d
Check-Out,29-09-2015,4f8cb086
Check-Out,29-09-2015,dbf7e6be
Canceled,21-09-2015,52c65b96
Check-Out,30-09-2015,962eaa61
Canceled,15-06-2015,304fefb3
Check-Out,24-09-2015,d0af54b2
Check-Out,24-09-2015,d8844de6
Check-Out,24-09-2015,375cfee8
Canceled,22-09-2015,5.82E+14
Canceled,22-09-2015,5242cb73
Check-Out,25-09-2015,b7e09b93
Check-Out,25-09-2015,1cb614c8
Canceled,22-09-2015,dbf9d894
Canceled,22-09-2015,a6ba8612
Check-Out,28-09-2015,8567e1bd
Canceled,14-09-2015,031f6929
Canceled,18-09-2015,50c7d9f4
Check-Out,30-09-2015,c30f915d
Check-Out,01-10-2015,12c8dcbb
Check-Out,02-10-2015,0342559c
Check-Out,27-09-2015,bc649d65
Check-Out,26-09-2015,826057ac
Check-Out,26-09-2015,c549fa5e
Check-Out,27-09-2015,4d4bab5a
Check-Out,25-09-2015,87b34075
Canceled,02-01-2015,9e7ce95c
Check-Out,29-09-2015,d9198549
Check-Out,29-09-2015,6eee63f8
Check-Out,01-10-2015,e23c80cb
Check-Out,01-10-2015,16e9d8d6
Check-Out,04-10-2015,768d4727
Check-Out,08-10-2015,7dc98669
Canceled,23-09-2015,54143449
Check-Out,26-09-2015,070c7cc6
Check-Out,26-09-2015,afe5fe8a
Check-Out,26-09-2015,86605604
Check-Out,26-09-2015,2e646289
Check-Out,26-09-2015,f47366e0
Check-Out,27-09-2015,9.66E+11
Check-Out,27-09-2015,4c257188
Canceled,19-06-2015,b0bc02b4
Check-Out,27-09-2015,afaee3be
Check-Out,27-09-2015,76dc0071
Canceled,08-09-2015,5a36d05f
Check-Out,30-09-2015,9b149bdd
Check-Out,30-09-2015,c33cfe65
Canceled,31-08-2015,ae8e3231
Canceled,18-07-2015,efc7c55c
Check-Out,02-10-2015,b4ce2813
Check-Out,02-10-2015,7e49bed1
Check-Out,02-10-2015,c6f086e5
Check-Out,03-10-2015,aedd6c60
Canceled,18-07-2015,3d78fc22
Check-Out,27-09-2015,1f3e55e4
Check-Out,28-09-2015,ae037115
Canceled,20-08-2015,fe05c7e7
Canceled,20-08-2015,7a61cf9f
Check-Out,28-09-2015,9e10aed2
Canceled,17-07-2015,c41a4fdb
Canceled,24-08-2015,388b9757
Canceled,27-08-2015,a95fafb3
Canceled,27-08-2015,a7b9a7f7
Canceled,01-09-2015,45730653
Check-Out,29-09-2015,1bcc48bc
Check-Out,01-10-2015,1f4d9ef4
Check-Out,02-10-2015,7ec9049a
Canceled,02-01-2015,0be9b7e2
Check-Out,03-10-2015,ecee9a33
Check-Out,03-10-2015,925e987d
Check-Out,03-10-2015,1ec08585
Canceled,16-09-2015,07bc48df
Check-Out,01-10-2015,eba1748e
Check-Out,28-09-2015,55ca5789
Check-Out,28-09-2015,32899d72
Canceled,04-08-2015,a552b2f3
Check-Out,02-10-2015,5399aeb7
Check-Out,04-10-2015,b3807ed3
Check-Out,04-10-2015,2a549061
Check-Out,04-10-2015,f8d77612
Check-Out,04-10-2015,622cbac2
Canceled,17-07-2015,78626af2
Check-Out,04-10-2015,71e99bdf
Canceled,20-07-2015,9fccbbb2
Check-Out,04-10-2015,94f20edd
Check-Out,04-10-2015,aa6f5cf2
Canceled,21-09-2015,e872e4d7
Check-Out,07-10-2015,90a6c795
Check-Out,09-10-2015,77cbc128
Check-Out,11-10-2015,191ff4ec
Check-Out,29-09-2015,4ef0610a
Check-Out,30-09-2015,d14e16fa
Canceled,13-07-2015,f0ec94ce
Canceled,25-07-2015,dd0a6ee1
Check-Out,02-10-2015,30f6962e
Canceled,20-07-2015,5.42E+11
Canceled,25-07-2015,4628d4e9
Check-Out,02-10-2015,a577a938
Canceled,25-07-2015,2c141ab8
Canceled,13-07-2015,61cda5a0
Canceled,13-07-2015,fc1d063f
Canceled,06-07-2015,004396b0
Canceled,10-09-2015,dc0b3c85
Check-Out,05-10-2015,57e48b10
Check-Out,05-10-2015,36d72bff
Check-Out,05-10-2015,bf258050
Check-Out,06-10-2015,c8889011
Canceled,02-06-2015,5dd4ead3
Check-Out,10-10-2015,1327a1ed
Canceled,03-09-2015,fa5438f5
Canceled,11-07-2015,833757f9
Canceled,14-09-2015,fefda42c
Check-Out,06-10-2015,b4e12b67
Check-Out,06-10-2015,db6942c0
Check-Out,03-10-2015,f2517397
No-Show,29-09-2015,8b2fa32b
Check-Out,06-10-2015,dcce860b
Canceled,14-09-2015,25ba3133
Check-Out,06-10-2015,a44ff7eb
Canceled,01-09-2015,49e290ce
Check-Out,07-10-2015,d1b01066
Canceled,01-09-2015,1e45d483
Check-Out,08-10-2015,e5883c43
Check-Out,11-10-2015,328306cd
Check-Out,01-10-2015,107c5ef4
Check-Out,01-10-2015,5cbfdf92
Check-Out,01-10-2015,c21476e2
Check-Out,02-10-2015,4cc4d631
Check-Out,03-10-2015,3b6e6702
Check-Out,03-10-2015,6b64ece0
Check-Out,03-10-2015,26481dbd
Check-Out,03-10-2015,d901cd3b
Check-Out,03-10-2015,55ed8218
Check-Out,03-10-2015,e702c285
Check-Out,03-10-2015,b86a53b5
Check-Out,03-10-2015,dce071b3
Canceled,28-09-2015,9310b714
Canceled,28-09-2015,bd62fa1a
Check-Out,06-10-2015,c6993d98
Canceled,15-06-2015,f173e974
Check-Out,06-10-2015,6e19e1a0
Check-Out,07-10-2015,553f9c38
Check-Out,07-10-2015,e2ded84b
Check-Out,07-10-2015,1c2c44a3
Canceled,12-08-2015,2831dff2
Check-Out,07-10-2015,4fa5c456
Check-Out,07-10-2015,39123d6c
Check-Out,07-10-2015,c6adabb5
Check-Out,07-10-2015,ffd4352f
Canceled,12-08-2015,6f66f190
Check-Out,14-10-2015,18c45c30
Check-Out,02-10-2015,96e0184f
Canceled,08-09-2015,c9b3b925
Check-Out,04-10-2015,757d53ff
Check-Out,04-10-2015,250b3c6b
Check-Out,04-10-2015,db3f46ea
Check-Out,04-10-2015,9112d74d
Check-Out,05-10-2015,8a00ae29
Check-Out,05-10-2015,2686881b
Check-Out,05-10-2015,3a4d69f4
Check-Out,06-10-2015,cc815088
Check-Out,06-10-2015,e09b5244
Check-Out,06-10-2015,51346332
Check-Out,08-10-2015,2b3e696f
Check-Out,08-10-2015,60eb71bc
Check-Out,08-10-2015,1e59d61e
Canceled,12-09-2015,46973828
Check-Out,08-10-2015,08ba1ac3
Check-Out,08-10-2015,9e925855
Check-Out,08-10-2015,eea536b8
Check-Out,08-10-2015,ee958df4
Check-Out,08-10-2015,4f28ed4d
Check-Out,08-10-2015,9b8313e9
Canceled,22-06-2015,c249b70e
Check-Out,08-10-2015,b0c4f03e
Check-Out,04-10-2015,82372cbc
Check-Out,04-10-2015,c87454a1
Check-Out,04-10-2015,ce6109e4
Check-Out,04-10-2015,2d0e6227
Canceled,25-09-2015,5abead41
Canceled,21-07-2015,72df42d7
Check-Out,06-10-2015,cd5f536f
Check-Out,06-10-2015,683341f0
Check-Out,07-10-2015,78b3c2eb
Check-Out,09-10-2015,04a4f3b8
Check-Out,09-10-2015,557d4ce9
Check-Out,09-10-2015,c3391fe8
Check-Out,09-10-2015,c1c798de
Check-Out,09-10-2015,b22fe863
Check-Out,09-10-2015,afea9102
Canceled,09-09-2015,2a242fc2
Check-Out,09-10-2015,642c3893
Check-Out,09-10-2015,3c684330
Check-Out,10-10-2015,b022b5de
Check-Out,10-10-2015,1e4034d9
Check-Out,10-10-2015,ef10e521
Check-Out,04-10-2015,51096be9
Canceled,12-08-2015,3b1fe9d1
Canceled,12-08-2015,9d6a4cb5
Canceled,12-08-2015,9b470257
Canceled,12-08-2015,8e55683e
Check-Out,04-10-2015,f3b24515
Check-Out,04-10-2015,730dd49a
Check-Out,04-10-2015,55988034
Check-Out,04-10-2015,585d47ab
Canceled,12-08-2015,fe6b3320
Canceled,12-08-2015,4680f3ea
Canceled,30-09-2015,f86b536b
Canceled,30-09-2015,cf59f88a
Check-Out,07-10-2015,6e5e9b3f
Check-Out,07-10-2015,af0c2bb8
Check-Out,07-10-2015,925f36f7
Check-Out,07-10-2015,8082ecc8
Check-Out,07-10-2015,99c805e3
Canceled,01-09-2015,c58004a7
Check-Out,07-10-2015,1a058aaa
Check-Out,07-10-2015,f2df9e01
Canceled,18-09-2015,79837533
Check-Out,10-10-2015,0bf54d4b
Check-Out,06-10-2015,431f247f
Check-Out,06-10-2015,c50ba66c
Canceled,14-09-2015,bfdfa0e3
Check-Out,10-10-2015,121d05d1
Check-Out,10-10-2015,8ac59687
Check-Out,10-10-2015,eaa60972
Check-Out,10-10-2015,0c5cb0b4
Check-Out,10-10-2015,66cfa9a7
Check-Out,10-10-2015,f85c007f
Canceled,02-01-2015,6fa79f30
Check-Out,10-10-2015,f0f87aad
Canceled,20-08-2015,d1d59329
Check-Out,10-10-2015,e2957dfa
Check-Out,10-10-2015,9d1ca0e2
Check-Out,10-10-2015,7.77E+73
Check-Out,05-10-2015,6edb8242
Check-Out,05-10-2015,6fe6c6ab
Check-Out,06-10-2015,5206ec67
Canceled,02-01-2015,45bae077
Check-Out,06-10-2015,c9c79311
Canceled,11-09-2015,56d8eb0b
Canceled,21-09-2015,9027ffa3
Check-Out,11-10-2015,1e050cf5
Check-Out,11-10-2015,a5b3da8c
Check-Out,14-10-2015,4f46845a
Check-Out,15-10-2015,f9748295
Canceled,17-07-2015,0342c655
Canceled,17-07-2015,4bb1108c
Canceled,17-07-2015,faca9f66
Canceled,17-07-2015,41a8c5d0
Canceled,17-07-2015,cea4e627
Canceled,17-07-2015,7c52eb3e
Canceled,17-07-2015,1698b607
Canceled,17-07-2015,ce73feb9
Canceled,17-07-2015,da90ee56
Canceled,17-07-2015,e83dca64
Canceled,17-07-2015,959423bf
Canceled,17-07-2015,c3cb484b
Check-Out,09-10-2015,b1a0fa79
Check-Out,09-10-2015,9d210bae
Canceled,31-08-2015,b2144782
Check-Out,18-10-2015,880d69dd
Check-Out,10-10-2015,70dd8d6e
Check-Out,10-10-2015,4e50a142
Check-Out,06-10-2015,4e4f387e
Check-Out,07-10-2015,795cdc67
Check-Out,07-10-2015,ec984cff
Canceled,02-10-2015,aa510d47
Check-Out,09-10-2015,5a6e1d1b
Check-Out,09-10-2015,e25a705e
Check-Out,09-10-2015,1ca187b3
Check-Out,12-10-2015,c1cf21c5
Check-Out,12-10-2015,8b22eac3
Check-Out,12-10-2015,ed61e5e2
Canceled,11-08-2015,c7bbb18b
Canceled,11-08-2015,b851aa5d
Canceled,11-08-2015,61d466f9
Canceled,11-08-2015,ee1e1d30
Check-Out,15-10-2015,220855da
Canceled,26-06-2015,231bc289
Canceled,05-10-2015,06a01869
Canceled,05-10-2015,450aaebb
Canceled,05-10-2015,bbc7fca4
Check-Out,06-10-2015,6819824b
Canceled,04-09-2015,e17bd9fa
Check-Out,07-10-2015,93b4e269
Check-Out,08-10-2015,6bd02552
Canceled,21-08-2015,1aac1738
Canceled,05-10-2015,3d46b404
Check-Out,06-10-2015,3df3db62
Check-Out,10-10-2015,febc2294
Check-Out,08-10-2015,d14e7ab2
Check-Out,12-10-2015,7f862a07
Canceled,03-09-2015,9533dcaf
Canceled,02-01-2015,2b92a4e5
Check-Out,13-10-2015,349a9baf
Canceled,02-01-2015,3b078a84
Check-Out,13-10-2015,f9ef4229
Check-Out,13-10-2015,4476c255
Canceled,05-10-2015,7c990eaf
Check-Out,08-10-2015,18fdbb74
Canceled,05-10-2015,22ac0f83
Canceled,05-10-2015,c468ec6c
Canceled,05-10-2015,a7c6ae61
Check-Out,09-10-2015,2cefd423
Check-Out,09-10-2015,e6ef8a50
Check-Out,09-10-2015,db01f98a
Check-Out,08-10-2015,cd15d091
Check-Out,08-10-2015,7a234548
Check-Out,08-10-2015,8e456445
Check-Out,11-10-2015,6e58fc14
Check-Out,09-10-2015,e750cf41
Check-Out,14-10-2015,553d9a3c
Check-Out,14-10-2015,8b5ebc5a
Check-Out,14-10-2015,0941a3c9
Check-Out,14-10-2015,4058a314
Canceled,25-09-2015,db3ffd4d
Check-Out,14-10-2015,5e70b7b3
Check-Out,14-10-2015,d4d5f661
Canceled,08-10-2015,68c784cb
Check-Out,09-10-2015,23f5f6ab
Check-Out,09-10-2015,1172703
Check-Out,09-10-2015,8c3ffb2f
Canceled,08-10-2015,4ab7e8b0
Check-Out,09-10-2015,2403fcdd
Check-Out,11-10-2015,1a815681
Check-Out,11-10-2015,ea0dd5d4
Check-Out,11-10-2015,09242bca
Check-Out,11-10-2015,6fdac74c
Check-Out,11-10-2015,4945129e
Check-Out,11-10-2015,adb0af66
Check-Out,11-10-2015,61d75f4c
Check-Out,11-10-2015,d9a51a27
Check-Out,11-10-2015,a28dc177
Check-Out,11-10-2015,a7a49eee
Check-Out,11-10-2015,6666df5d
Check-Out,11-10-2015,cb2b2c44
Check-Out,11-10-2015,8cbed992
Check-Out,11-10-2015,c123e243
No-Show,08-10-2015,6ed7dba9
Check-Out,11-10-2015,48d336aa
Check-Out,11-10-2015,e7d2a928
Check-Out,12-10-2015,541eded6
Check-Out,15-10-2015,cd2b52d6
Canceled,02-01-2015,cc3c4149
Check-Out,15-10-2015,c03f62c6
Check-Out,12-10-2015,8eda685c
Check-Out,15-10-2015,45f71e69
Check-Out,15-10-2015,c03aaba1
Canceled,07-07-2015,f84bf81a
Check-Out,20-10-2015,5fec07ff
Check-Out,10-10-2015,fbad9799
Check-Out,10-10-2015,7ff5528e
Check-Out,10-10-2015,2042dd7d
Canceled,29-08-2015,ceaa54cb
Check-Out,11-10-2015,6.60E+05
Check-Out,11-10-2015,ea62b552
Check-Out,11-10-2015,1e909aae
Check-Out,11-10-2015,35fa78c0
Canceled,23-07-2015,b860d632
Canceled,08-10-2015,407053a0
Check-Out,11-10-2015,6184ced5
Canceled,14-08-2015,036cb3e1
Canceled,14-08-2015,9ef9bd2e
Canceled,14-08-2015,9cf3cb85
Canceled,14-08-2015,495d02f3
Canceled,14-08-2015,012b9bad
Canceled,14-08-2015,6328b603
Check-Out,12-10-2015,f251d3ac
Canceled,14-08-2015,d841aba2
Canceled,14-08-2015,358cc59a
Check-Out,12-10-2015,94939b0c
Check-Out,12-10-2015,9f88ba23
Check-Out,11-10-2015,11333876
Check-Out,11-10-2015,3005c761
Check-Out,12-10-2015,82dac348
Check-Out,12-10-2015,20eebaa1
Canceled,14-08-2015,809ac7b7
Canceled,14-08-2015,44dd7b11
Canceled,14-08-2015,37b6d939
Canceled,14-08-2015,7e09db8a
Canceled,14-08-2015,54d070e1
Canceled,14-08-2015,1ae85142
Canceled,14-08-2015,0984035c
Canceled,14-08-2015,504c4b51
Canceled,14-08-2015,51c5e4e5
Canceled,14-08-2015,03f68dfc
Canceled,14-08-2015,dba55bb1
Canceled,14-08-2015,9c21f5be
Canceled,14-08-2015,4c6470ee
Check-Out,12-10-2015,92fb9eff
Check-Out,12-10-2015,93dfd7c3
Check-Out,12-10-2015,ed7e3777
Canceled,14-08-2015,3137a3fa
Canceled,14-08-2015,e669b77d
Canceled,14-08-2015,24ced30b
Check-Out,12-10-2015,1a594727
Check-Out,12-10-2015,3fa11927
Check-Out,12-10-2015,e84af142
Check-Out,12-10-2015,0dbb15c3
Canceled,14-08-2015,c4be33d0
Canceled,14-08-2015,6a7032aa
Canceled,14-08-2015,fffe6b61
Canceled,14-08-2015,a9f68d11
Check-Out,13-10-2015,1f047c9a
Check-Out,13-10-2015,8a9178a8
Check-Out,13-10-2015,ffe2e50e
Check-Out,13-10-2015,ebf9f1b2
Check-Out,14-10-2015,380b1e52
Check-Out,14-10-2015,9f580e69
Check-Out,09-10-2015,d97ab528
Canceled,09-10-2015,23036615
Check-Out,11-10-2015,20413357
Check-Out,11-10-2015,97caa5d0
Check-Out,11-10-2015,72018ed9
No-Show,10-10-2015,4.99E+88
Check-Out,12-10-2015,2543244d
Check-Out,12-10-2015,b658e0a5
Check-Out,12-10-2015,d741f6a7
Check-Out,12-10-2015,51bf50b9
Canceled,28-09-2015,6d756397
Check-Out,12-10-2015,4e668b26
Check-Out,12-10-2015,dc29ece2
Check-Out,12-10-2015,da267c34
Check-Out,12-10-2015,af4e0eba
Check-Out,12-10-2015,22012304
Check-Out,12-10-2015,765c9c00
Check-Out,12-10-2015,6c005c44
Check-Out,12-10-2015,5bdae4b7
Check-Out,12-10-2015,9e2004d1
Check-Out,12-10-2015,0471d671
Canceled,28-09-2015,5d905c41
Check-Out,12-10-2015,d58dcd48
Canceled,08-07-2015,17011a7b
Canceled,08-07-2015,861e97a2
Canceled,08-07-2015,2c4905ad
Canceled,08-07-2015,5f72b26e
Canceled,08-07-2015,8f3709b0
Canceled,08-07-2015,65f3c9c4
Canceled,08-07-2015,da303c2d
Canceled,08-07-2015,1304da6f
Canceled,08-07-2015,32f802bd
Canceled,08-07-2015,bee6d6bb
Canceled,20-05-2015,97212d61
Canceled,08-07-2015,c6bc1913
Canceled,08-07-2015,9f0bdd54
Canceled,08-07-2015,1d98697a
Canceled,20-05-2015,1c42b190
Check-Out,19-10-2015,23830167
Check-Out,31-10-2015,efb2b758
Check-Out,12-10-2015,993bd631
Check-Out,12-10-2015,02c838c0
Check-Out,12-10-2015,9b4e20f3
Check-Out,12-10-2015,8ac3a6b7
Canceled,21-09-2015,d5d6d1c0
Check-Out,12-10-2015,1049fe93
Check-Out,12-10-2015,6ac7f703
Check-Out,13-10-2015,7348ae39
Check-Out,13-10-2015,363160b4
Check-Out,13-10-2015,ca084401
Check-Out,13-10-2015,9b7d8d9c
Canceled,28-09-2015,c83ec1ee
Check-Out,12-10-2015,37d1c8dc
Canceled,11-09-2015,890edbdb
Canceled,30-09-2015,0454296a
Check-Out,15-10-2015,223457f5
Canceled,31-07-2015,71a020e5
Canceled,11-09-2015,26f75335
Check-Out,16-10-2015,33d2787f
Check-Out,16-10-2015,a642277a
Check-Out,18-10-2015,9f9feaf1
Check-Out,18-10-2015,a5b83532
Check-Out,11-10-2015,093c5d5e
Check-Out,12-10-2015,80135702
Check-Out,12-10-2015,f806ae20
Check-Out,13-10-2015,a2d4896c
Check-Out,13-10-2015,aa45c869
Check-Out,13-10-2015,758e72fc
Check-Out,14-10-2015,988dde97
Check-Out,14-10-2015,c4b3a77c
Check-Out,14-10-2015,fadfa17f
Check-Out,18-10-2015,3bd32475
Canceled,02-01-2015,d19f8765
Canceled,02-01-2015,e36f66bc
Canceled,02-01-2015,c010e057
Check-Out,12-10-2015,a77ec332
Check-Out,20-10-2015,47d4c60e
Check-Out,14-10-2015,aa831ee5
Check-Out,14-10-2015,a31fb305
Check-Out,14-10-2015,a74bae3b
Check-Out,14-10-2015,5dec6ec5
Check-Out,14-10-2015,f31d4d1e
Check-Out,15-10-2015,17d42b00
Canceled,30-09-2015,91c4a378
Check-Out,20-10-2015,24e6281d
Check-Out,21-10-2015,69a3a0e6
Check-Out,15-10-2015,0dba2074
Check-Out,15-10-2015,475e90c6
Check-Out,15-10-2015,025e5697
Check-Out,15-10-2015,234e5437
Check-Out,15-10-2015,377f5dbc
Check-Out,15-10-2015,a562a593
Check-Out,15-10-2015,a3944e2f
Check-Out,22-10-2015,4d64337f
Check-Out,15-10-2015,cb5006a4
Check-Out,18-10-2015,60ebca78
Check-Out,19-10-2015,b4b4728c
Check-Out,21-10-2015,9be99aa7
Check-Out,16-10-2015,81f1cd7a
Check-Out,16-10-2015,b4da0067
Check-Out,16-10-2015,e59c4cca
Check-Out,17-10-2015,9f568086
Check-Out,17-10-2015,fc91a778
Check-Out,17-10-2015,35007c1d
Check-Out,18-10-2015,cc979247
Check-Out,18-10-2015,6b009bbd
Check-Out,19-10-2015,1a3e2c5d
